,댓글,출처
45972,제한속도 이런걸로 세금 걷지 말고 저런거 세금 몇 천씩 때려라 제발,./data\인사이트.csv
45973,@nohyunc 나같음 합의 절대 절대 안해줌 인실ㅈ 당해봐야지,./data\인사이트.csv
45974,아 ㅜㅠ,./data\인사이트.csv
45975,벌금 보다 징역 감이다..,./data\인사이트.csv
45976,@only_ujeong 무섭다 ㄷ ㄷ,./data\인사이트.csv
45977,"마스크 과태로 업주말고 당사자가, 내야되",./data\인사이트.csv
45978,@손은ㄴ,./data\인사이트.csv
45979,폭력쓴 40대 솔직히 얼굴 까라,./data\인사이트.csv
45980,본인도 꼭 당하길 바란다~,./data\인사이트.csv
45981,희망고문? 이건 살인이지 어려운일인거 아는데 그러니가 제대로 생각하고 신청해야지 장난하나 진짜,./data\인사이트.csv
45982,"친동생 때문에 골수이식을 해준경험이 있는 사람입니다.. 결론부터 말하자면 생각하시는것 보다 훨씬 안아파요.. 좀 빡센 헌혈일 뿐입니다.. 물론 전에 입원해서 2~3일정도 약을 좀 맞습니다만.. 참을만 합니다.. 아쉽게도 제 동생은 1차로 상황이 좋아지지 않아 2차로 골수에서 직접 빼서 줘야합니다만.. 뭐 그래도 사람살리는 일이니 해야하지 않겠습니까? 잠깐의 고통으로 한생명을 살리는 일입니다.. 그 꼬마는 완쾌될생각에 항암치료중 맛있는거 먹을 생각하며 세상에서 제일 기뻣을 텐데... 도망가신분.. 당신이 아니었다면 다른 사람을 찾게끔 하면 될것을... 참.. 안타깝네요.. 고인의 명복을 빕니다,.,",./data\인사이트.csv
45983,자신이 한 말을 책임질 줄 알아야지 지들이 기부한다고 해놓고 50프로 거부율이라니,./data\인사이트.csv
45984,아니 왜그러는건데 진짜...,./data\인사이트.csv
45985,"골수이식은 헌혈식으로 진행되기 때문에 진작 그럴 시간과 의지가 없으면 해준다고 쉽게 말해선 안 됩니다.. 환자들은 오로지 기증자의 동의만 믿고 전처리 과정을 진행합니다. 전처리 과정에서 몸 안의 모든 면역 세포를 죽여두기 때문에 받기 전까지도 면역이 매우 위험한 상태에요.. 위험을 감수하고도 이식을 위한 몸으로 만들어두는 건데, 직전에 도망간 건 정말 무책임한 행동입니다..",./data\인사이트.csv
45986,그곳에선 아프지 마렴 아가야,./data\인사이트.csv
45987,소름끼치게 잔인하다 정말...,./data\인사이트.csv
45988,어떻게 사람을 두번죽이냐 .. 차라리 준다고하질말던가 희망을줬다가 뺏는게 더 나쁘다,./data\인사이트.csv
45989,장난하나..소중한생명이달린 기횐데 애당초에 해주겠다는 말을말던가..,./data\인사이트.csv
45990,애초 한다고말을말지 왜 처벌이없죠 이것도 살인이에요,./data\인사이트.csv
45991,아...진짜 그러고 편하게 발뻗고잘까? 차라리 기증안하면 조금더살수있거나 다른기증자를 만날수도ㅜㅠ 진짜 너무한다...부모피눈물났겠다...에휴,./data\인사이트.csv
45992,귀한 생명가지고 장난치지 맙시다,./data\인사이트.csv
45993,3~4 시간만 누워서 헌혈하는거 처럼 하면 되는데. .ㅜㅜ 인간도 아니네. . 한다고 하지를 말던가 .ㅜㅜ,./data\인사이트.csv
45994,진짜 천벌받을듯😢😢😢😢😢,./data\인사이트.csv
45995,준다고 지랄하지 말았어야지!,./data\인사이트.csv
45996,왜그러는건데 진짜 ㅡㅡ,./data\인사이트.csv
45997,사탄도울고가겠다,./data\인사이트.csv
45998,골수이식을받아 지금 16년 건강하게 살아가고잇습니다,./data\인사이트.csv
45999,정기 헌혈하다 알게된 조혈모세포기증. 기증의사를 밝히니 헌혈의 집 간호사분께서 계속 물으시더라고요. 진짜 기증가능하시냐부터 시작해서 가족들과 이야기가 되어있는거냐고 진지하게 물으셨어요. 저는 다 얘기가 되어있다고 말씀드렸더니 기증하겠다 입원하고 수술 들어가는데 기증자의 부모님이 오셔서 강제로 집으로 끌고가는 사례도 진짜 많다고 안타까워하셨는데...50퍼센트나 거부라니..너무 안타깝네요.,./data\인사이트.csv
46000,뿌린데로.그아이의 부모마음에🔥 핵폭탄지뢰던진 고데로 한 치 오 차없이 대.대.손손🔥 사탄의세리머니를 축복스럽게 받기를 저주한다,./data\인사이트.csv
46001,해준다고 하질 말든가🔥입장 바꿔 생각해봐라,./data\인사이트.csv
46002,똑같은일이본인에게일어나길 ..,./data\인사이트.csv
46003,@eunchae_618 ㅁㅊ 처벌도 못 받아,./data\인사이트.csv
46004,@mplsy80 근데 이건 시스템도 이상하지않아? 이식받을 골수를 확보해놓고 아이껄 죽였어야하는거 아닌가? 구두로 약속만한걸믿고 목숨을건다고?,./data\인사이트.csv
46005,@1soohyun1 내가 말한게 이런고,./data\인사이트.csv
46006,@suzzi.i ㅠㅠㅠㅠㅠㅠ,./data\인사이트.csv
46007,@with_kalanchoe 하 ...미쳣나..불쌍해ㅠㅠ,./data\인사이트.csv
46008,@j.hyonii____ @jiinii94 미친거아니가ㅠ 똑같이 되갚음 당해야한다,./data\인사이트.csv
46009,@philipminkim,./data\인사이트.csv
46010,@ppippi_lotto_mizz 사람이가;,./data\인사이트.csv
46011,@sok428_ 개빡쳐 진짜,./data\인사이트.csv
46012,@ming9_um 에바야 ㅠㅠㅠㅠ,./data\인사이트.csv
46013,@nydaddy20,./data\인사이트.csv
46014,@heeni4 ㅡㅡ 한다고하지말지,./data\인사이트.csv
46015,@hoo_chuuu ;;;;;,./data\인사이트.csv
46016,@seeunyeo 빡치네,./data\인사이트.csv
46017,엣헤이... 천벌 받을꺼다..,./data\인사이트.csv
46018,미친 거 아니야? 저거에 대한 보상도 여태 없다고?? 종종 일어나는데도?????,./data\인사이트.csv
46019,@ddong.28 살인자...,./data\인사이트.csv
46020,병원에서도 기증자가 나타나면 수술 진행 해야하는거지,./data\인사이트.csv
46021,"부작위범으로 처벌할수 없나,,",./data\인사이트.csv
46022,@nct_in_your_house ㅇㄴ...? ㅇ ㅏ..?,./data\인사이트.csv
46023,🤦🏻‍♂️,./data\인사이트.csv
46024,@duo__qiao1121 엥갬ㅊ..🤬🤬,./data\인사이트.csv
46025,@_h_unn ㅁㅊ,./data\인사이트.csv
46026,이건 살인아닌가??,./data\인사이트.csv
46027,하 . . . . .뭐하는인간이지 . .,./data\인사이트.csv
46028,@ch._.ho_ 이렇게 조혈모세포 기증한다 해놓고 철회하는 사람 많아 이 기사만 뜬것뿐이지.. 기증한다고 했다가 생각보다 절차 되게 복잡하고 전국에서 지정된 병원 몇개 없어서 그 병원 왔다갔다하고 해야 해서 기증 철회하는 사람 진짜 많대 진짜 너무해 ㅠ,./data\인사이트.csv
46029,@yeon.ssu 진짜 내가 부모였으면 기증자 찾아서 그냥 죽일거같음,./data\인사이트.csv
46030,찜기에 쪄 죽일 놈을 봣나,./data\인사이트.csv
46031,@yoon2verse 시발;;,./data\인사이트.csv
46032,@__kxxmj @mezee__ 개빡치네 저사람은 저 아이뿐만아니라 저아이 부모도 죽인거나 마찬가지다 천벌받을놈,./data\인사이트.csv
46033,아진짜...미친놈이가진짜,./data\인사이트.csv
46034,헐!!!!!!!!!!,./data\인사이트.csv
46035,😰😰😰😰😰😰,./data\인사이트.csv
46036,남에생명가지고 장난치나!이건살인죄지~ㅠㅠ,./data\인사이트.csv
46037,ㅜㅜㅜㅜ,./data\인사이트.csv
46038,작은 약속을 어겨도 양심이 아픈데 소중한 생명을 들었다 놓다니 무슨 자격으로.....너무 가슴아프네요. 그런사람은 댓가를 반드시 치룰 겁니다!,./data\인사이트.csv
46039,헐 이건 진짜 아니지...!!!!,./data\인사이트.csv
46040,너무하네...,./data\인사이트.csv
46041,철회한 기증자.. 살인죄지.. 😡너두 똑같이 당해봐..,./data\인사이트.csv
46042,@milly__2_ 하,./data\인사이트.csv
46043,@ph.d_hobby,./data\인사이트.csv
46044,나쁘다 나빠 쥰다고 하지나 말지 죽어 벌받을거다 평생죄책감에 시달려 어찌 살려고 그러는건지 ....,./data\인사이트.csv
46045,@h.seonmi_ 희망고문 나빴다...,./data\인사이트.csv
46046,@joo10_25 ㅡㅡ한다고하질말던가,./data\인사이트.csv
46047,@dahee_4,./data\인사이트.csv
46048,@ijiu15,./data\인사이트.csv
46049,@dctl_xxaen 이건 살인이랑 똑같은거 아니야 ??,./data\인사이트.csv
46050,@choi_seo_hyuk1 미친거아이가,./data\인사이트.csv
46051,@jenna__sim @steave_park,./data\인사이트.csv
46052,입닥고 가만히잇지..,./data\인사이트.csv
46053,@suminizxx,./data\인사이트.csv
46054,@gudwns47 @h2zzii,./data\인사이트.csv
46055,@garden_m ㅡㅡ,./data\인사이트.csv
46056,@peaceful_53 @lovable__miya,./data\인사이트.csv
46057,맙소사ㅜㅜ 철회를 수술 당일날 한거야 뭐야? 아이 어떡해ㅜㅜ 부모는 .. ㅜㅜ 진짜 악마보다 더 악마네👿,./data\인사이트.csv
46058,@pre_ootd ㅜㅜ,./data\인사이트.csv
46059,이건 살인이지,./data\인사이트.csv
46060,@s____y__2,./data\인사이트.csv
46061,@anjeongsook @anmi_87 미친놈살인자ㅜㅜ,./data\인사이트.csv
46062,"살인이지 다른사람한테 받을수도있는건데 ,,, 하",./data\인사이트.csv
46063,살인자가 따로없네..,./data\인사이트.csv
46064,버러지만도 못한 인간아 제발 더더더한 불행이 너같은 인간임을 포기한 너한테 돌아갔으면,./data\인사이트.csv
46065,개쓰레기 한 생명을 살릴수 있는데 와 진짜,./data\인사이트.csv
46066,ㅁㅊ놈아 정신가출했냐,./data\인사이트.csv
46067,전 해드린다고 했는데 환자가 거부하셔가지고 하지 못했는데...😢 저 사람은 진짜 양심없는 인간이네여....,./data\인사이트.csv
46068,@sirhyun_diana 존나 잔인한 살해다,./data\인사이트.csv
46069,ㅇㅔ효,./data\인사이트.csv
46070,세상에나..이건 살인이나 다름없네..신중하게 결정하고 한번한다했음 지켜라. 어려운것도 아닌데 이게 장난할일이 아니자나?,./data\인사이트.csv
46071,"저이야기, 얘기듣기로는 기증해주겠다고했던 분이 기증하려고 회사에 연차를 냈는데 , 회사에서 연차를 거부당해서 못했다고 들었어요. 사실인지는 정확히 모르겠지만 ... 너무안타깝네요..",./data\인사이트.csv
46072,@music_byunghun 이건 살인 아님?...,./data\인사이트.csv
46073,미쳤군. 세상이 어떻게 돌아갈란지.........,./data\인사이트.csv
46074,"미쳣다,,,,,, 목숨갖고장난하나,,,,,",./data\인사이트.csv
46075,@c6ang,./data\인사이트.csv
46076,조혈모세포이식을 받은 환우입니다. 제가 이식할때에도 주변환우분들에게도 기증약속했다가 철회하셔서 돌아가신분들이 계십니다. 그런행동은 사람을 두번 죽이는 일입니다.. 물론 철회하는 이유야있겠지만.. 전처치..그거 살면서 다시는 겪고싶지않는 치료과정 입니다.. 이식받는거.. 정말 천운이 닿아야 하는 치료방법입니다.. 사람이 살수있는 마지막 희망의 끈입니다.. 제발 그러지말아주세요...🙏🙏🙏,./data\인사이트.csv
46077,이건 아니죠? 가여워라 😭,./data\인사이트.csv
46078,진짜 사탄도울고가겠다,./data\인사이트.csv
46079,@haggu_n_pinggu 오빠 이거봐 ㅠㅠ 아이고..,./data\인사이트.csv
46080,"@jea_diwo 또 짜증나네,,,",./data\인사이트.csv
46081,직접 죽이지만않았을뿐 살인이나 다름없지 ㅡㅡ 그 죄 언젠간 돌려받는다,./data\인사이트.csv
46082,@moonwha_h 아주 나쁜 넘이다,./data\인사이트.csv
46083,@alpengyoon09,./data\인사이트.csv
46084,"저도 올해 5월 기증 했는데요
전혀 무섭거나 위험하지 않아요 기증 전에 촉진제 맞으면 조금 아픈 거 말고는 크게 불편한 거 없었구요 기증은 그냥 헌혈하듯이 양 팔에 바늘 꽂아두고 네시간 지나면 끝입니다 일상생활은 바로 가능했어요 그 후 조혈모세포 기증 협회에서 건강관리도 잘 해주십니다 :) 기증 신청 전에 반대하시던 부모님께서도 실제 기증할 때 응원 많이 해주셨어요",./data\인사이트.csv
46085,@yyoonjeongwon 이거 아까 우리가 본 거다 그치 조혈모세포,./data\인사이트.csv
46086,"기증한다고하질말던가 정말,,, 이게 무슨짓이지,,",./data\인사이트.csv
46087,조혈모세포 파괴후 이식철회는 법적인 제도가 있어야겠는데ㅜ 이것도 살인 아닌가여ㅜㅜ,./data\인사이트.csv
46088,저건 살인 아니냐..😢😢😢 유튜브에서 갑자기 성덕 바우만 방송을 보게되어서 그런지 한남대 여대생(우리나라 골수이식 1호)분얘기나 성덕 바우만에게 골수이식해주엇다는 육군 병장 스토리보면서 골수이식이 위험하거나 한게 아니란걸 보게됫는데..기사는...아직도 이식에대한 편견이 우리나라에 만연하다는거네...ㅠ..그럴거면 애초에 왜 기증하겟다고 나서고 충분한 협의기간에 철회하지않앗던거냐고!!!!,./data\인사이트.csv
46089,지가 한짓 그대로 벌받을거다,./data\인사이트.csv
46090,@u.ree_y ㅠㅠ,./data\인사이트.csv
46091,아니 확실히 얘기해놓고 애를.....아...아...이거 머지...진짜....,./data\인사이트.csv
46092,@_woo______ 너무하다..,./data\인사이트.csv
46093,@pdubsee,./data\인사이트.csv
46094,이건..살인이네요,./data\인사이트.csv
46095,50프로?? 생각 없는 사람 많네,./data\인사이트.csv
46096,힘내,./data\인사이트.csv
46097,"@jjisunsun 진짜 못됐다,,,애초에 그래서 신중하게 생각해야지",./data\인사이트.csv
46098,세상이 미쳐 돌아간다..,./data\인사이트.csv
46099,@1eedongkwan,./data\인사이트.csv
46100,@dae_gyeong_ 와 이거 시발 맞아야하는거 아이가,./data\인사이트.csv
46101,골수를 먼저 받고 그 골수를 죽여야지,./data\인사이트.csv
46102,@ooznoey_ 헐..나 울어 😨😢😢😢😢,./data\인사이트.csv
46103,@cho.hongrae_86,./data\인사이트.csv
46104,진짜..사탄도울고가겠다 잘알아보고하는걸텐데 살인이지이게..ㅂㄷㅂㄷ🤬,./data\인사이트.csv
46105,@cheong_mun .....,./data\인사이트.csv
46106,자신없으면 시작도 말았어야지...........ㅡ ㅡ,./data\인사이트.csv
46107,@angella_0116 와...미쳤어 ㅠㅠㅠ,./data\인사이트.csv
46108,@rihee7 ㅅㅂ...,./data\인사이트.csv
46109,또라이 미친 욕도 아깝다,./data\인사이트.csv
46110,@leokim75 진짜 너무하다...... 어떻게 저러는거야 진짜 미쳤어 😭😭😭😭😭😭😭😭😭😭😭😭😭😭,./data\인사이트.csv
46111,@e.jeong.uk 미쳣어,./data\인사이트.csv
46112,근데 백프로 이해가 안가용ㅇㅇ ㅠㅠ,./data\인사이트.csv
46113,@bbuuzzi_ 이런거보면 너무 화난다ㅜ,./data\인사이트.csv
46114,@horo_roc 미쳣어...,./data\인사이트.csv
46115,@soora1027 살인자다,./data\인사이트.csv
46116,@1_nszeoo 저런사람은 왜 살지,./data\인사이트.csv
46117,@hangbin_c 와 진짜 ㅠ 내가 다 화난다 ㅡㅡ,./data\인사이트.csv
46118,기가찹니다ㅜㅜ,./data\인사이트.csv
46119,@kwon_min_jung_ 나 이거 기증 신청 했는데 딱 3년 된듯,./data\인사이트.csv
46120,살인행위야 미친사람이지,./data\인사이트.csv
46121,😢😢😢😢😢😢😢😢😢😢,./data\인사이트.csv
46122,아...ㅠㅠ 지키지 못할 약속을 왜하냐고 ㅠㅠㅠ,./data\인사이트.csv
46123,@jiyxx_ 도라이가 희망고문이네 걍 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 애한테 뭐하는짓인데 진짜 말이 안나오네 화나서,./data\인사이트.csv
